Last_Name,First_Name,Date_of_Survey,Age,NPS_Scale,NPS_With_Decimal
Wright,Alexander,11/13/2020,81,1,1.1
Crawford,Savana,2/4/2022,87,8,8.8
Phillips,Joyce,5/9/2022,98,8,8.2
Ferguson,Owen,11/26/2021,99,8,8.2
Ryan,September,4/22/2020,92,8,8.6
Anderson,Kirsten,1/24/2021,86,6,6.3
Sullivan,Chelsea,9/15/2021,81,8,8.1
Thomas,Brianna,5/7/2022,88,10,10
Johnston,Ted,4/2/2022,81,9,9.7
Moore,Henry,7/10/2021,97,9,9.5
Watson,Lily,3/4/2020,100,9,9.9
Warren,Kellan,7/3/2020,87,8,8.9
Hall,Ned,1/25/2020,100,7,7.1
Miller,Wilson,9/7/2022,93,10,10
Armstrong,Michael,12/20/2021,88,4,4.6
Phillips,Ryan,4/10/2021,90,8,8.1
Mitchell,Sienna,11/26/2019,97,8,8.5
Taylor,Daryl,10/17/2020,92,9,9.2
Wright,Ashton,10/22/2021,84,8,8.7
Scott,Carlos,6/16/2022,96,6,6.7
Evans,Lucia,2/27/2022,93,10,10
Mason,Fenton,10/31/2020,80,10,10
Jones,Nicholas,8/1/2020,87,10,10
Allen,Mary,8/18/2022,96,8,8.8
Farrell,Justin,12/12/2020,86,8,8
Murray,Aida,2/15/2021,91,10,10
Morrison,Amanda,12/13/2021,99,9,9.1
Nelson,Frederick,9/28/2020,84,8,8
Spencer,Emma,9/12/2022,82,8,8.5
Douglas,Rafael,12/13/2020,84,7,7.8
Lloyd,Amanda,12/7/2021,84,4,4.5
Ferguson,Abraham,5/6/2020,83,8,8.6
Cooper,Hailey,6/17/2021,85,0,0.1
West,Abraham,12/20/2021,86,7,7.4
Chapman,Ada,3/16/2022,93,7,7.9
Carter,Daryl,7/13/2022,81,6,6.1
Hunt,Elian,6/19/2022,92,3,3.4
Murray,Amy,5/6/2022,88,9,9.7
Watson,Roman,7/7/2022,86,7,7.3
Johnson,Belinda,8/19/2021,80,4,4.2
Morgan,Tyler,8/13/2021,91,6,6.9
Thompson,Tara,6/27/2020,88,7,7.7
Gray,Kristian,3/11/2021,80,10,10
Taylor,Melanie,11/19/2021,91,8,8.6
West,September,5/20/2022,95,10,10
Douglas,Alexia,9/9/2021,84,8,8.2
Hawkins,Ashton,10/6/2020,94,10,10
Phillips,Nicholas,11/6/2021,83,7,7.9
Gibson,September,5/5/2022,100,7,7
Howard,Darcy,11/29/2021,84,10,10
Montgomery,Byron,12/31/2020,92,8,8.1
Cunningham,Dainton,10/8/2020,84,8,8.4
Harris,Chester,3/1/2022,95,8,8.9
Thomas,Myra,7/13/2022,100,10,10
Ross,Luke,4/15/2022,93,9,9.7
Thomas,Anna,10/16/2021,84,8,8.7
Wells,Rubie,6/14/2021,87,8,8.2
Cameron,Vincent,3/7/2021,83,8,8
Barnes,Lana,9/1/2020,97,5,5.2
Barnes,Kelvin,9/17/2021,87,8,8.2
Davis,Kate,7/30/2021,90,7,7.8
Grant,Miller,9/25/2021,89,9,9.3
Tucker,Dexter,10/14/2021,97,10,10
Elliott,Annabella,4/28/2021,99,6,6.3
Kelley,Dexter,3/28/2022,83,8,8.2
Anderson,Rosie,3/23/2022,83,3,3.3
Riley,James,10/24/2020,98,9,9.9
Johnson,Lucy,5/23/2021,93,8,8.1
Owens,Adrianna,7/4/2021,91,8,8
Cameron,Jacob,8/29/2020,95,8,8.9
Walker,Chester,9/14/2022,85,8,8.9
Tucker,Tara,5/30/2020,88,8,8.9
Thomas,George,5/30/2021,91,8,8.9
Hall,Evelyn,9/27/2021,89,10,10
Andrews,Ted,5/14/2020,94,3,3.4
Perry,Andrew,7/22/2020,80,8,8.2
Richardson,Sam,11/23/2019,83,6,6.4
Wells,Victoria,11/8/2021,96,8,8
Brooks,Rebecca,10/28/2021,86,7,7.8
Farrell,Vanessa,7/4/2021,97,7,7.7
Reed,Blake,1/1/2020,97,4,4.2
Tucker,Victoria,4/20/2022,81,8,8.6
Morris,Steven,3/7/2022,86,8,8.9
Bailey,Briony,7/26/2022,98,8,8.2
Hill,Daisy,9/3/2021,95,9,9.8
Ellis,Alford,5/28/2022,82,8,8.8
Hawkins,Adison,4/3/2021,100,5,5.9
Howard,Sawyer,11/22/2021,82,6,6.7
Craig,Jessica,9/5/2022,93,6,6.1
Kelly,Melissa,8/26/2020,81,10,10
Lloyd,Freddie,3/1/2021,90,7,7.1
Parker,Camila,11/20/2019,94,8,8.7
Cameron,Kelvin,3/21/2021,94,8,8.2
Casey,Paul,10/17/2021,86,6,6.1
Douglas,Maria,12/5/2019,100,8,8.8
Ferguson,Andrew,8/20/2020,97,10,10
Harris,Samantha,11/26/2020,81,8,8.5
Holmes,Maximilian,1/6/2020,93,5,5.3
Turner,Sophia,6/2/2022,87,8,8.6
Casey,Isabella,3/7/2021,97,10,10
Campbell,Alisa,9/19/2021,81,3,3.2
Payne,Daisy,10/19/2021,95,10,10
Hamilton,Julia,3/16/2022,93,7,7.8
Ferguson,Stella,6/18/2021,100,10,10
Edwards,Abigail,4/11/2020,82,2,2.8
West,Kelsey,5/24/2022,93,8,8.4
Baker,Jessica,9/1/2020,83,7,7
Fowler,Thomas,6/18/2020,80,7,7
Tucker,Adrianna,4/8/2022,86,7,7.6
Moore,Lydia,3/4/2020,81,6,6.1
Carter,Nicole,1/26/2020,95,9,9.3
Walker,Antony,8/11/2022,85,6,6.5
Andrews,Edwin,5/7/2021,95,7,7.5
Hawkins,Steven,1/11/2022,95,9,9.6
Holmes,Oliver,1/2/2022,98,8,8.4
Wright,Melissa,11/5/2020,85,8,8.2
Morris,Michelle,1/1/2021,80,10,10
Harrison,William,12/14/2020,93,7,7.4
Sullivan,Lydia,2/6/2020,92,7,7.4
Nelson,Fenton,3/31/2020,90,9,9.7
Gray,Julia,7/24/2021,86,8,8.1
Ryan,Elian,9/12/2021,80,6,6.4
Andrews,John,4/21/2020,80,5,5
Nelson,Kellan,8/9/2021,97,10,10
Perkins,Samantha,1/6/2022,84,7,7.4
Barrett,Lenny,10/8/2020,94,7,7.7
Dixon,Joyce,8/13/2020,95,4,4.1
Ryan,Caroline,11/7/2020,93,9,9.5
Grant,Samantha,1/29/2022,96,9,9.3
Wilson,Dexter,5/24/2021,99,8,8.9
Perkins,Tyler,6/16/2022,87,7,7.5
Brown,Nicholas,4/12/2021,99,7,7.7
Carter,Edith,12/1/2019,92,10,10
Cunningham,Deanna,10/12/2021,89,10,10
Dixon,Natalie,5/15/2020,82,5,5.4
Gray,Justin,8/7/2020,84,7,7.1
Adams,Amy,12/17/2020,91,8,8.3
Henderson,Chelsea,2/20/2020,95,8,8.2
Ellis,Rafael,8/20/2021,89,8,8.2
Hill,Jared,12/31/2019,90,9,9.2
Carter,Ashton,4/29/2021,94,9,9.6
Ferguson,Audrey,4/25/2020,100,8,8.8
Wright,Clark,3/6/2021,82,8,8.9
Sullivan,Mike,7/14/2021,89,10,10
Barnes,Edwin,10/7/2021,82,8,8.5
Hamilton,Kelvin,11/7/2019,92,9,9.9
Kelly,Oliver,1/15/2020,93,8,8.4
Stevens,Stella,8/1/2022,84,9,9.3
Campbell,Chloe,3/27/2020,93,7,7.8
Ferguson,Camila,6/17/2020,91,6,6.5
Craig,Camila,7/30/2022,93,8,8.3
Ross,Caroline,9/9/2020,93,5,5.5
Mason,Sabrina,1/17/2020,93,7,7.2
Ross,Kimberly,12/3/2020,93,8,8.6
Davis,Miley,3/26/2022,93,6,6.8
Howard,Walter,4/19/2021,86,8,8.3
Foster,Naomi,1/27/2020,91,8,8.2
Jones,Alexander,3/7/2020,86,8,8.4
Walker,Kirsten,1/15/2022,92,7,7
Allen,Jessica,1/30/2020,86,8,8.9
Cameron,Eric,8/2/2021,98,4,4.7
Alexander,Julian,4/30/2020,91,8,8.9
Farrell,Belinda,3/13/2020,86,8,8.7
Walker,George,7/31/2022,84,8,8.4
Farrell,Emma,11/7/2020,81,8,8.4
Fowler,David,8/26/2020,91,10,10
Kelley,Reid,4/24/2020,88,7,7.7
Robinson,Rosie,6/5/2021,98,7,7.1
Campbell,Kate,5/12/2021,89,8,8.2
Tucker,Kellan,12/1/2020,97,6,6.8
Foster,Tony,3/31/2021,82,7,7
Walker,Arianna,2/6/2022,84,7,7.7
Casey,Brad,12/28/2021,84,8,8.2
Robinson,Brianna,7/3/2022,97,8,8.1
Harrison,Sam,7/15/2020,99,5,5
Wright,Samantha,12/11/2019,98,8,8
Robinson,Melanie,10/24/2021,90,1,1.6
Barrett,Charlotte,5/2/2020,82,8,8.4
Cunningham,Elian,7/11/2021,82,8,8.5
Phillips,Arnold,4/22/2020,90,8,8.1
Miller,Chester,11/18/2021,89,5,5.6
Taylor,Camila,3/9/2020,94,8,8.1
Tucker,Adele,3/11/2022,86,9,9.9
Morris,Vincent,12/20/2020,95,6,6.8
Richards,Rosie,11/17/2020,85,7,7.2
Harris,Wilson,10/29/2021,97,8,8.9
Clark,Sofia,8/6/2021,85,7,7
Wells,Patrick,3/6/2022,99,2,2.1
Foster,Walter,6/8/2022,80,10,10
Evans,Patrick,12/25/2020,91,10,10
Morgan,Wilson,6/17/2020,92,1,1.9
Carroll,Abraham,3/3/2022,96,7,7.2
Barrett,Florrie,9/10/2020,89,6,6.5
Harris,Lydia,4/8/2022,96,8,8.3
Cameron,Victor,6/6/2020,83,7,7.8
Brooks,Frederick,4/26/2021,88,7,7.4
Kelley,Daryl,3/27/2021,91,10,10
Grant,Savana,6/3/2022,88,2,2.2
Gray,Natalie,4/8/2022,83,7,7.2
Montgomery,Elian,8/10/2021,95,7,7.7
Wright,Alexander,12/1/2020,98,7,7.1
Crawford,Savana,1/17/2021,96,7,7
Phillips,Joyce,6/4/2021,91,9,9.7
Ferguson,Owen,9/23/2021,83,8,8.9
Ryan,October,5/13/2021,85,8,8.9
Anderson,Kirsten,12/17/2019,84,10,10
Sullivan,Chelsea,11/20/2020,84,9,9.5
Thomas,Brianna,3/18/2022,87,7,7
Johnston,Ted,11/27/2019,100,5,5.8
Moore,Henry,4/10/2021,83,8,8.1
Watson,Lily,6/9/2020,97,8,8.1
Warren,Kellan,12/2/2019,95,8,8.6
Hall,Ned,7/13/2022,88,8,8
Miller,Wilson,1/9/2021,80,8,8.6
Armstrong,Michael,10/12/2020,98,10,10
Phillips,Ryan,4/10/2021,92,6,6.5
Mitchell,Sienna,3/27/2021,91,7,7.4
Taylor,Daryl,9/3/2021,84,8,8.5
Wright,Ashton,8/4/2022,80,7,7.5
Scott,Carlos,8/7/2022,86,7,7.9
Evans,Lucia,3/4/2022,85,10,10
Mason,Fenton,11/5/2021,82,8,8
Jones,Nicholas,12/9/2020,88,8,8.6
Allen,Mary,4/29/2021,88,8,8.8
Farrell,Justin,8/15/2020,80,9,9.2
Murray,Aida,9/11/2021,86,10,10
Morrison,Amanda,4/6/2021,83,8,8.5
Nelson,Frederick,3/14/2021,81,7,7
Spencer,Emma,10/11/2020,85,9,9.6
Douglas,Rafael,2/8/2021,88,8,8.8
Lloyd,Amanda,8/15/2020,88,7,7.1
Ferguson,Abraham,5/3/2020,88,6,6.5
Cooper,Hailey,11/13/2021,96,6,6.3
West,Abraham,3/15/2022,94,8,8.7
Chapman,Ada,8/11/2022,81,4,4.8
Carter,Daryl,5/4/2020,83,7,7.6
Hunt,Elian,9/7/2020,87,8,8.8
Murray,Amy,5/25/2022,95,10,10
Watson,Roman,7/5/2021,81,8,8.7
Johnson,Belinda,11/15/2021,94,4,4.5
Morgan,Tyler,5/3/2020,88,7,7.3
Thompson,Tara,4/18/2022,80,10,10
Gray,Kristian,4/7/2021,81,8,8.8
Taylor,Melanie,6/27/2022,95,8,8.2
West,October,11/29/2019,100,10,10
Douglas,Alexia,2/18/2022,100,8,8.2
Hawkins,Ashton,7/9/2021,85,9,9.7
Phillips,Nicholas,11/1/2021,93,8,8.6
Gibson,October,8/16/2021,100,10,10
Howard,Darcy,6/12/2022,100,7,7.8
Montgomery,Byron,9/18/2020,94,8,8.2
Cunningham,Dainton,9/11/2020,89,8,8.9
Harris,Chester,11/26/2020,99,8,8.5
Thomas,Myra,2/1/2021,83,7,7.8
Ross,Luke,6/25/2022,82,7,7.7
Thomas,Anna,7/22/2022,91,7,7.5
Wells,Rubie,9/17/2020,94,7,7.4
Cameron,Vincent,4/27/2021,81,7,7.5
Barnes,Lana,3/6/2020,100,8,8.3
Barnes,Kelvin,12/12/2019,100,7,7.7
Davis,Kate,4/3/2022,89,9,9.8
Grant,Miller,7/21/2022,91,8,8.7
Tucker,Dexter,2/12/2022,82,7,7.8
Elliott,Annabella,8/30/2020,90,10,10
Kelley,Dexter,6/30/2022,95,8,8.1
Anderson,Rosie,11/2/2020,100,10,10
Riley,James,12/16/2021,80,8,8.6
Johnson,Lucy,8/24/2020,98,10,10
Owens,Adrianna,6/22/2020,100,9,9.6
Cameron,Jacob,10/13/2021,89,8,8.8
Walker,Chester,9/23/2022,82,8,8.4
Tucker,Tara,12/17/2020,86,3,3.7
Thomas,George,8/8/2021,90,8,8.9
Hall,Evelyn,6/25/2022,80,7,7.6
Andrews,Ted,7/29/2020,84,7,7
Perry,Andrew,5/21/2021,100,7,7.4
Richardson,Sam,8/8/2020,84,6,6.4
Wells,Victoria,3/30/2021,89,8,8.5
Brooks,Rebecca,8/28/2022,94,10,10
Farrell,Vanessa,4/5/2021,85,9,9.2
Reed,Blake,12/20/2020,84,9,9.2
Tucker,Victoria,2/9/2022,94,9,9.5
Morris,Steven,5/12/2020,89,8,8.7
Bailey,Briony,8/23/2022,83,10,10
Hill,Daisy,12/13/2019,88,8,8.7
Ellis,Alford,4/1/2022,92,6,6
Hawkins,Adison,6/19/2021,95,9,9.5
Howard,Sawyer,11/21/2021,90,10,10
Craig,Jessica,3/30/2020,90,8,8.8
Kelly,Melissa,11/10/2019,99,8,8.4
Lloyd,Freddie,11/3/2020,80,7,7.7
Parker,Camila,12/6/2019,88,8,8.9
Cameron,Kelvin,8/27/2020,88,7,7.8
Casey,Paul,4/8/2020,89,9,9.7
Douglas,Maria,12/19/2020,80,9,9.7
Ferguson,Andrew,11/21/2020,100,7,7.2
Harris,Samantha,11/8/2019,81,7,7.6
Holmes,Maximilian,9/23/2021,88,9,9
Turner,Sophia,1/18/2021,98,10,10
Casey,Isabella,2/16/2022,97,7,7.2
Campbell,Alisa,4/8/2022,86,10,10
Payne,Daisy,3/18/2020,98,6,6.4
Hamilton,Julia,5/22/2022,91,9,9.3
Ferguson,Stella,10/29/2020,83,8,8.6
Edwards,Abigail,1/8/2020,97,7,7.5
West,Kelsey,9/8/2021,100,8,8.1
Baker,Jessica,7/5/2021,82,8,8.3
Fowler,Thomas,8/14/2020,83,7,7
Tucker,Adrianna,4/4/2022,94,7,7
Moore,Lydia,7/3/2021,89,9,9.1
Carter,Nicole,9/29/2020,95,9,9.4
Walker,Antony,6/1/2021,83,10,10
Andrews,Edwin,2/28/2021,84,8,8.5
Hawkins,Steven,3/11/2021,98,7,7.9
Holmes,Oliver,12/15/2020,93,9,9.6
Wright,Melissa,6/17/2022,99,8,8.5
Morris,Michelle,12/11/2020,82,10,10
Harrison,William,12/21/2019,88,6,6.1
Sullivan,Lydia,8/14/2021,88,7,7.7
Nelson,Fenton,6/8/2022,84,3,3.3
Gray,Julia,12/24/2020,86,10,10
Ryan,Elian,12/25/2020,96,9,9.1
Andrews,John,3/1/2020,80,7,7.6
Nelson,Kellan,1/19/2022,84,7,7
Perkins,Samantha,3/29/2022,91,10,10
Barrett,Lenny,8/21/2021,86,8,8.2
Dixon,Joyce,6/11/2021,95,10,10
Ryan,Caroline,4/16/2021,97,8,8.7
Grant,Samantha,12/27/2021,97,10,10
Wilson,Dexter,1/27/2020,88,9,9.4
Perkins,Tyler,8/25/2022,86,8,8.8
Brown,Nicholas,2/29/2020,80,8,8.2
Carter,Edith,4/21/2022,97,8,8.5
Cunningham,Deanna,7/2/2020,82,8,8.5
Dixon,Natalie,10/28/2021,85,10,10
Gray,Justin,6/27/2022,80,8,8.5
Adams,Amy,12/18/2019,100,8,8.1
Henderson,Chelsea,7/15/2022,86,7,7.2
Ellis,Rafael,8/28/2022,96,9,9.8
Hill,Jared,9/24/2021,87,8,8.2
Carter,Ashton,11/14/2019,96,8,8.3
Ferguson,Audrey,7/18/2021,93,8,8.1
Wright,Clark,6/14/2020,86,8,8.5
Sullivan,Mike,5/23/2021,86,8,8.2
Barnes,Edwin,8/27/2020,90,7,7.7
Hamilton,Kelvin,5/7/2021,85,8,8.8
Kelly,Oliver,5/21/2021,91,7,7.7
Stevens,Stella,7/5/2020,94,10,10
Campbell,Chloe,5/15/2021,99,10,10
Ferguson,Camila,8/19/2021,98,8,8.3
Craig,Camila,5/15/2021,92,8,8.9
Ross,Caroline,12/2/2021,100,9,9.9
Mason,Sabrina,9/5/2021,86,8,8.3
Ross,Kimberly,8/2/2022,84,6,6.6
Davis,Miley,5/27/2022,94,4,4.9
Howard,Walter,4/18/2020,100,7,7.5
Foster,Naomi,7/13/2020,100,8,8.8
Jones,Alexander,4/13/2022,84,8,8.4
Walker,Kirsten,4/14/2020,81,7,7.8
Allen,Jessica,11/20/2019,97,7,7.8
Cameron,Eric,1/1/2020,92,6,6.1
Alexander,Julian,4/29/2022,100,10,10
Farrell,Belinda,4/30/2022,93,8,8.5
Walker,George,7/9/2020,86,2,2.3
Farrell,Emma,7/22/2020,91,9,9.5
Fowler,David,6/22/2020,89,9,9.3
Kelley,Reid,11/17/2020,82,8,8
Robinson,Rosie,11/2/2021,96,7,7.3
Campbell,Kate,6/4/2021,82,7,7.7
Tucker,Kellan,7/6/2021,88,5,5.1
Foster,Tony,4/21/2022,84,8,8.5
Walker,Arianna,3/19/2020,83,8,8.9
Casey,Brad,7/29/2021,87,8,8.4
Robinson,Brianna,11/20/2020,93,8,8.9
Harrison,Sam,9/21/2021,90,10,10
Wright,Samantha,11/29/2020,93,8,8.6
Robinson,Melanie,6/29/2020,92,8,8.9
Barrett,Charlotte,9/15/2021,92,8,8.1
Cunningham,Elian,3/25/2022,82,8,8.3
Phillips,Arnold,4/11/2022,93,7,7
Miller,Chester,6/25/2022,90,9,9.8
Taylor,Camila,1/29/2020,84,10,10
Tucker,Adele,5/18/2022,91,9,9.6
Morris,Vincent,6/6/2021,96,10,10
Richards,Rosie,2/10/2022,95,8,8.5
Harris,Wilson,5/3/2021,85,9,9.7
Clark,Sofia,11/3/2021,99,8,8.5
Wells,Patrick,6/10/2020,84,7,7.1
Foster,Walter,9/7/2022,100,6,6.6
Evans,Patrick,1/13/2022,100,9,9.3
Morgan,Wilson,12/29/2021,92,7,7.1
Carroll,Abraham,8/14/2020,96,7,7
Barrett,Florrie,3/6/2022,97,8,8.1
Harris,Lydia,1/10/2021,86,8,8.8
Cameron,Victor,4/17/2021,83,4,4.5
Brooks,Frederick,6/8/2022,91,7,7.7
Kelley,Daryl,9/24/2021,99,9,9.8
Grant,Savana,7/14/2022,94,8,8.7
Gray,Natalie,6/4/2022,97,6,6.2
Montgomery,Elian,3/20/2020,84,6,6
Wright,Alexander,1/8/2020,99,9,9.9
Crawford,Savana,3/8/2021,93,4,4.7
Phillips,Joyce,6/22/2020,95,7,7.4
Ferguson,Owen,3/5/2020,81,9,9.7
Ryan,November,5/2/2021,91,3,3.9
Anderson,Kirsten,3/23/2020,96,9,9.7
Sullivan,Chelsea,4/11/2022,98,9,9.1
Thomas,Brianna,8/11/2021,93,8,8.3
Johnston,Ted,4/14/2022,85,6,6.1
Moore,Henry,10/25/2021,98,7,7.8
Watson,Lily,12/13/2019,93,7,7
Warren,Kellan,5/8/2020,81,10,10
Hall,Ned,6/11/2020,90,10,10
Miller,Wilson,7/26/2022,82,6,6.3
Armstrong,Michael,4/3/2021,85,8,8.4
Phillips,Ryan,4/8/2020,82,7,7
Mitchell,Sienna,12/13/2021,92,6,6.7
Taylor,Daryl,12/2/2020,93,8,8.1
Wright,Ashton,4/15/2021,81,2,2.4
Scott,Carlos,6/21/2021,99,10,10
Evans,Lucia,1/30/2021,84,8,8.5
Mason,Fenton,3/29/2021,96,10,10
Jones,Nicholas,9/14/2022,91,8,8.8
Allen,Mary,10/31/2021,99,8,8.4
Farrell,Justin,8/31/2021,83,8,8.6
Murray,Aida,1/2/2020,81,10,10
Morrison,Amanda,5/30/2022,91,9,9.9
Nelson,Frederick,12/14/2019,93,8,8.8
Spencer,Emma,5/19/2022,98,9,9.1
Douglas,Rafael,8/24/2020,91,5,5.4
Lloyd,Amanda,1/19/2020,93,8,8.5
Ferguson,Abraham,2/1/2021,97,6,6.9
Cooper,Hailey,4/22/2022,91,9,9.1
West,Abraham,11/1/2019,91,4,4.8
Chapman,Ada,9/18/2021,88,8,8.4
Carter,Daryl,7/7/2020,89,6,6.5
Hunt,Elian,1/10/2022,96,9,9.1
Murray,Amy,6/13/2022,83,8,8.1
Watson,Roman,11/5/2020,96,8,8.3
Johnson,Belinda,3/19/2020,93,10,10
Morgan,Tyler,1/26/2021,86,7,7.2
Thompson,Tara,5/21/2022,86,9,9.8
Gray,Kristian,4/6/2022,96,6,6.1
Taylor,Melanie,12/22/2020,97,7,7.3
West,November,7/30/2021,92,7,7
Douglas,Alexia,1/9/2022,84,9,9.5
Hawkins,Ashton,6/29/2022,87,9,9.4
Phillips,Nicholas,4/18/2020,85,10,10
Gibson,November,5/22/2020,83,8,8.4
Howard,Darcy,7/24/2020,95,7,7.9
Montgomery,Byron,1/20/2022,90,10,10
Cunningham,Dainton,2/16/2021,93,7,7.5
Harris,Chester,3/7/2021,94,8,8.1
Thomas,Myra,8/29/2020,89,8,8.6
Ross,Luke,1/30/2021,95,7,7.2
Thomas,Anna,1/25/2020,87,7,7.5
Wells,Rubie,5/19/2020,89,8,8.8
Cameron,Vincent,5/1/2022,94,4,4.8
Barnes,Lana,2/5/2021,85,6,6.1
Barnes,Kelvin,7/8/2021,100,6,6.2
Davis,Kate,2/14/2022,97,7,7
Grant,Miller,2/28/2020,84,7,7.5
Tucker,Dexter,8/1/2021,93,8,8.8
Elliott,Annabella,8/8/2021,85,7,7.6
Kelley,Dexter,12/11/2020,95,8,8.8
Anderson,Rosie,3/26/2022,89,8,8.8
Riley,James,1/21/2021,90,8,8.7
Johnson,Lucy,4/23/2022,83,10,10
Owens,Adrianna,4/18/2021,81,7,7.9
Cameron,Jacob,9/12/2022,97,10,10
Walker,Chester,2/21/2021,86,9,9.5
Tucker,Tara,1/18/2020,91,10,10
Thomas,George,4/23/2022,81,8,8.4
Hall,Evelyn,12/2/2020,80,7,7.4
Andrews,Ted,6/6/2020,92,8,8
Perry,Andrew,8/17/2021,94,8,8.6
Richardson,Sam,5/2/2020,96,10,10
Wells,Victoria,8/17/2021,97,6,6.6
Brooks,Rebecca,12/10/2019,88,8,8.9
Farrell,Vanessa,4/6/2022,83,8,8.1
Reed,Blake,5/13/2022,81,7,7
Tucker,Victoria,10/8/2021,94,3,3.5
Morris,Steven,7/13/2020,86,7,7.5
Bailey,Briony,3/7/2022,85,6,6.4
Hill,Daisy,5/26/2020,90,7,7.9
Ellis,Alford,2/15/2022,92,9,9.8
Hawkins,Adison,3/17/2021,85,7,7.5
Howard,Sawyer,6/5/2020,82,9,9.7
Craig,Jessica,7/9/2021,87,7,7.1
Kelly,Melissa,12/12/2021,83,8,8.1
Lloyd,Freddie,5/9/2020,94,9,9.4
Parker,Camila,8/24/2020,80,8,8.6
Cameron,Kelvin,12/29/2020,90,8,8.4
Casey,Paul,5/13/2020,91,9,9.6
Douglas,Maria,9/22/2020,99,9,9.8
Ferguson,Andrew,6/10/2022,91,7,7.6
Harris,Samantha,4/5/2020,95,8,8
Holmes,Maximilian,12/8/2021,97,10,10
Turner,Sophia,12/15/2019,95,7,7.5
Casey,Isabella,4/8/2022,82,10,10
Campbell,Alisa,6/24/2021,95,7,7.5
Payne,Daisy,7/14/2022,87,7,7.3
Hamilton,Julia,12/4/2021,99,7,7.1
Ferguson,Stella,10/1/2022,100,7,7.3
Edwards,Abigail,8/3/2021,97,9,9.3
West,Kelsey,9/7/2022,95,3,3.5
Baker,Jessica,9/11/2020,89,8,8.5
Fowler,Thomas,6/30/2021,88,7,7.6
Tucker,Adrianna,11/5/2021,82,10,10
Moore,Lydia,2/13/2022,84,6,6
Carter,Nicole,12/17/2019,88,7,7.5
Walker,Antony,11/30/2019,92,9,9
Andrews,Edwin,2/1/2022,82,6,6.7
Hawkins,Steven,4/2/2021,93,7,7
Holmes,Oliver,2/2/2020,90,8,8.6
Wright,Melissa,11/17/2021,94,9,9.5
Morris,Michelle,11/29/2019,81,8,8.6
Harrison,William,2/26/2021,91,10,10
Sullivan,Lydia,7/18/2021,93,10,10
Nelson,Fenton,5/31/2021,83,8,8.8
Gray,Julia,11/11/2019,99,9,9
Ryan,Elian,4/23/2022,96,10,10
Andrews,John,3/7/2020,81,7,7.5
Nelson,Kellan,11/25/2019,88,6,6.5
Perkins,Samantha,6/8/2020,91,10,10
Barrett,Lenny,3/13/2021,98,8,8.4
Dixon,Joyce,1/7/2022,93,9,9.3
Ryan,Caroline,10/27/2020,97,7,7.4
Grant,Samantha,8/12/2021,94,5,5.4
Wilson,Dexter,4/27/2022,94,7,7.9
Perkins,Tyler,6/21/2022,86,7,7.7
Brown,Nicholas,7/31/2021,90,10,10
Carter,Edith,11/5/2019,81,8,8.2
Cunningham,Deanna,6/21/2021,86,8,8.2
Dixon,Natalie,6/13/2022,80,7,7.8
Gray,Justin,10/15/2020,90,8,8.6
Adams,Amy,2/21/2020,100,8,8.9
Henderson,Chelsea,4/11/2020,99,8,8
Ellis,Rafael,12/15/2020,87,6,6.3
Hill,Jared,1/1/2021,89,7,7
Carter,Ashton,5/18/2021,92,10,10
Ferguson,Audrey,7/21/2021,91,9,9.7
Wright,Clark,6/18/2021,93,7,7.9
Sullivan,Mike,2/26/2021,86,6,6.5
Barnes,Edwin,5/29/2022,83,8,8.5
Hamilton,Kelvin,1/21/2022,88,9,9.1
Kelly,Oliver,5/5/2020,84,9,9.9
Stevens,Stella,8/16/2022,84,10,10
Campbell,Chloe,7/1/2022,91,9,9.2
Ferguson,Camila,10/10/2020,98,7,7.2
Craig,Camila,3/16/2022,99,9,9.7
Ross,Caroline,11/25/2020,100,8,8.2
Mason,Sabrina,1/15/2022,95,7,7.7
Ross,Kimberly,9/4/2020,88,8,8.1
Davis,Miley,5/25/2022,100,7,7.9
Howard,Walter,7/11/2020,98,7,7.1
Foster,Naomi,2/9/2022,91,7,7.9
Jones,Alexander,11/14/2021,95,8,8
Walker,Kirsten,9/12/2022,89,9,9.3
Allen,Jessica,10/26/2021,84,8,8.4
Cameron,Eric,3/17/2021,100,7,7.1
Alexander,Julian,4/25/2020,87,8,8.5
Farrell,Belinda,7/17/2020,83,8,8.1
Walker,George,11/9/2020,93,8,8.9
Farrell,Emma,12/28/2019,92,4,4.5
Fowler,David,11/24/2020,92,8,8
Kelley,Reid,11/2/2019,81,9,9.8
Robinson,Rosie,11/13/2019,100,7,7.3
Campbell,Kate,8/20/2020,98,5,5.7
Tucker,Kellan,8/28/2020,98,8,8.8
Foster,Tony,4/12/2020,86,7,7.4
Walker,Arianna,1/10/2022,87,8,8.6
Casey,Brad,6/25/2022,84,7,7.4
Robinson,Brianna,8/9/2021,97,9,9.3
Harrison,Sam,1/22/2020,92,10,10
Wright,Samantha,4/9/2020,94,7,7.7
Robinson,Melanie,10/1/2022,87,10,10
Barrett,Charlotte,2/2/2022,86,10,10
Cunningham,Elian,10/6/2021,87,7,7.1
Phillips,Arnold,12/18/2019,88,10,10
Miller,Chester,6/14/2022,97,10,10
Taylor,Camila,8/24/2022,95,7,7.6
Tucker,Adele,3/27/2021,95,10,10
Morris,Vincent,12/14/2019,97,8,8.4
Richards,Rosie,10/12/2020,81,8,8.9
